StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,duration
0,Recording_149,Process_50,2021-12-14T05:12:14+00:00,Click UI element in window,Edit 'Address and search bar' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit \\'Address and search bar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 203 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",2.0,Open the project tracking tool and open the roadmap.,Event_684,4.0
1,Recording_149,Process_50,2021-12-14T05:12:18+00:00,Populate text field in window,Edit 'Address and search bar' in Pane 'New Tab - Google Chrome - Person 1'; Text:'o365',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit \\'Address and search bar\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",3.0,Open the project tracking tool and open the roadmap.,Event_684,0.0
2,Recording_149,Process_50,2021-12-14T05:12:18+00:00,Send keys,TextToSend:'{Return}',,,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit \\'Address and search bar\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",4.0,Open the project tracking tool and open the roadmap.,Event_684,4.0
3,Recording_149,Process_50,2021-12-14T05:12:22+00:00,Click UI element in window,Hyperlink ' Office  ... office.com' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\' Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 16 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",5.0,Open the project tracking tool and open the roadmap.,Event_684,6.0
4,Recording_149,Process_50,2021-12-14T05:12:28+00:00,Click UI element in window,Hyperlink 'Project' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\'Project\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 1 OffsetY: -8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",6.0,Open the project tracking tool and open the roadmap.,Event_684,13.0
5,Recording_149,Process_50,2021-12-14T05:12:41+00:00,Press button in window,Microsoft Teams - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]",7.0,Open the project tracking tool and open the roadmap.,Event_684,6.0
6,Recording_149,Process_50,2021-12-14T05:12:47+00:00,Press button in window,"Button 'Teams Toolbar' in Pane 'Nikesh Surname | Microsoft Teams, Main Window'",Teams,"Nikesh Surname | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'Nikesh Surname | Microsoft Teams, Main Window\\'']['Button \\'Teams Toolbar\\'']\n""]",8.0,Open the project tracking tool and open the roadmap.,Event_684,5.0
7,Recording_149,Process_50,2021-12-14T05:12:52+00:00,Click UI element in window,"Text 'General' in Pane 'Nikesh Surname | Microsoft Teams, Main Window'",Teams,"Nikesh Surname | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Nikesh Surname | Microsoft Teams, Main Window\\'']['Text \\'General\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -7 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",9.0,Open the project tracking tool and open the roadmap.,Event_684,4.0
8,Recording_149,Process_50,2021-12-14T05:12:56+00:00,Press button in window,"Button 'Add a tab' in Pane 'Nikesh Surname | Microsoft Teams, Main Window'",Teams,"Nikesh Surname | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'Nikesh Surname | Microsoft Teams, Main Window\\'']['Button \\'Add a tab\\'']\n""]",10.0,Open the project tracking tool and open the roadmap.,Event_684,6.0
9,Recording_149,Process_50,2021-12-14T05:13:02+00:00,Click UI element in window,"Image 'Roadmap – Microsoft Project app icon' in Pane 'Nikesh Surname | Microsoft Teams, Main Window'",Teams,"Nikesh Surname | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Nikesh Surname | Microsoft Teams, Main Window\\'']['Image \\'Roadmap – Microsoft Project app icon\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -10 OffsetY: -11 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",11.0,Open the project tracking tool and open the roadmap.,Event_684,8.0
