"","StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
"1",0,"Recording_139","Process_46",2021-12-15 04:17:33,5,"Select menu option in window","Google Chrome - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 2 running windows']\n""]",2,"Open a MOM spreadsheet.","Event_637","Office365users/excelonlinebusiness/onenote",NA
"2",1,"Recording_139","Process_46",2021-12-15 04:17:38,3,"Press button in window","Button 'New Tab' in Pane 'https ...  Chrome - Person 1'","chrome","https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1","[""UIAutomation.PressButton Button: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Button \\'New Tab\\'']\n""]",3,"Open a MOM spreadsheet.","Event_637","Office365users/excelonlinebusiness/onenote",NA
"3",2,"Recording_139","Process_46",2021-12-15 04:17:41,2,"Click UI element in window","Edit 'Address and search bar' in Pane 'https ...  Chrome - Person 1'","chrome","https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Edit \\'Address and search bar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 154 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",4,"Open a MOM spreadsheet.","Event_637","Office365users/excelonlinebusiness/onenote",NA
"4",3,"Recording_139","Process_46",2021-12-15 04:17:43,4,"Click UI element in window","Pane in Pane 'https ...  Chrome - Person 1'","chrome","https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Pane'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -9 OffsetY: 6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",5,"Open a MOM spreadsheet.","Event_637","Office365users/excelonlinebusiness/onenote",NA
"5",4,"Recording_139","Process_46",2021-12-15 04:17:47,4,"Click UI element in window","Hyperlink ' Office  ... office.com' in Pane 'https ...  Chrome - Person 1'","chrome","https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Hyperlink \\' Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 66 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",6,"Open a MOM spreadsheet.","Event_637","Office365users/excelonlinebusiness/onenote",NA
"6",5,"Recording_139","Process_46",2021-12-15 04:17:51,5,"Click UI element in window","Hyperlink 'OneDrive' in Pane 'https ...  Chrome - Person 1'","chrome","https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Hyperlink \\'OneDrive\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 7 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",7,"Open a MOM spreadsheet.","Event_637","Office365users/excelonlinebusiness/onenote",NA
"7",6,"Recording_139","Process_46",2021-12-15 04:17:56,4,"Click UI element in window","Hyperlink 'Project Demo' in Pane 'https ...  Chrome - Person 1'","chrome","https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Hyperlink \\'Project Demo\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -22 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",8,"Open a MOM spreadsheet.","Event_637","Office365users/excelonlinebusiness/onenote",NA
"8",7,"Recording_139","Process_46",2021-12-15 04:18:00,26,"Click UI element in window","Hyperlink 'Minutes of Meeting.xlsx' in Pane 'https ...  Chrome - Person 1'","chrome","https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Hyperlink \\'Minutes of Meeting.xlsx\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 10 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",9,"Open a MOM spreadsheet.","Event_637","Office365users/excelonlinebusiness/onenote",NA
"9",8,"Recording_139","Process_46",2021-12-15 04:18:26,14,"Click UI element in window","Image in Pane 'https ...  Chrome - Person 1'","chrome","https://cloudtimeoffice.com/COSEC/ - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'https ...  Chrome - Person 1\\'']['Image'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -312 OffsetY: 43 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",11," Verify the points related quality improvement.","Event_638","Office365users/excelonlinebusiness/onenote",NA
"10",9,"Recording_139","Process_46",2021-12-15 04:18:40,9,"Click UI element in window","List Item 'New Incognito Tab - Google Chrome' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New Incognito Tab - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 13 OffsetY: 23 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",12,"Go to note taking app and create notes related to quality improvement task.","Event_639","Office365users/excelonlinebusiness/onenote",NA
