"RecordingId","ProcessId","TimeStamp","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
"Recording_4","Process_3","2022-02-21T08:18:11+00:00","Press button in window","Nebula PDF Converter Pro - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Nebula PDF Converter Pro - 1 running window']\n""]","2","Open file formating tool","Event_13","sendmail/conversionservice/msnweather","Conversionservice"
"Recording_4","Process_3","2022-02-21T08:18:20+00:00","Press button in window","Button '' in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'\ue112\\'']\n""]","3","Open file formating tool","Event_13","sendmail/conversionservice/msnweather","Conversionservice"
"Recording_4","Process_3","2022-02-21T08:18:25+00:00","Press button in window","Button 'Button' in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Button\\'']\n""]","4","Open file formating tool","Event_13","sendmail/conversionservice/msnweather","Conversionservice"
"Recording_4","Process_3","2022-02-21T08:18:30+00:00","Click UI element in window","List Item 'PDFConverter.ViewModels.ToolListUsername' in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.Click Element: appmask['Window \\'Nebula PDF Converter Pro\\'']['List Item \\'PDFConverter.ViewModels.ToolListUsername\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -51 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","5","Open file formating tool","Event_13","sendmail/conversionservice/msnweather","Conversionservice"
"Recording_4","Process_3","2022-02-21T08:18:35+00:00","Press button in window","Button 'Button' 2 in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Button\\' 2']\n""]","6","Upload the brochure and save it in PDF format","Event_14","sendmail/conversionservice/msnweather","Conversionservice"
"Recording_4","Process_3","2022-02-21T08:18:39+00:00","Click UI element in window","Edit 'Name' 2 in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.Click Element: appmask['Window \\'Nebula PDF Converter Pro\\'']['Edit \\'Name\\' 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 17 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","7","Upload the brochure and save it in PDF format","Event_14","sendmail/conversionservice/msnweather","Conversionservice"
"Recording_4","Process_3","2022-02-21T08:18:42+00:00","Press button in window","Button 'Open' in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Open\\'']\n""]","8","Upload the brochure and save it in PDF format","Event_14","sendmail/conversionservice/msnweather","Conversionservice"
"Recording_4","Process_3","2022-02-21T08:18:47+00:00","Press button in window","Button 'Browser...' in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Browser...\\'']\n""]","9","Upload the brochure and save it in PDF format","Event_14","sendmail/conversionservice/msnweather","Conversionservice"
"Recording_4","Process_3","2022-02-21T08:18:51+00:00","Click UI element in window","Tree Item 'Desktop (pinned)' in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.Click Element: appmask['Window \\'Nebula PDF Converter Pro\\'']['Tree Item \\'Desktop (pinned)\\''] ClickType: UIAutomation.ClickType.LeftClick\n""]","10","Upload the brochure and save it in PDF format","Event_14","sendmail/conversionservice/msnweather","Conversionservice"
"Recording_4","Process_3","2022-02-21T08:18:53+00:00","Press button in window","Button 'Select Folder' in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Select Folder\\'']\n""]","11","Upload the brochure and save it in PDF format","Event_14","sendmail/conversionservice/msnweather","Conversionservice"
