"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_116","Process_45",1644828324,"4","Press button in window","Welcome Name  ...  - 2 running windows in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Welcome Name  ...  - 2 running windows']\n""]","2","Go to the Flow in Power Automate ","Event_537","approvals/sendmail","Approvals"
1,"Recording_116","Process_45",1644828328,"4","Click UI element in window","List Item 'Microsoft  ...  - Google Chrome' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'Microsoft  ...  - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 52 OffsetY: 19 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","3","Go to the Flow in Power Automate ","Event_537","approvals/sendmail","Approvals"
2,"Recording_116","Process_45",1644828332,"10","Select menu option in window","Menu Item 'My flows' in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Menu Item \\'My flows\\'']\n""]","4","Go to the Flow in Power Automate ","Event_537","approvals/sendmail","Approvals"
3,"Recording_116","Process_45",1644828342,"11","Click UI element in window","Hyperlink 'Approval for project' in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Hyperlink \\'Approval for project\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 19 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]","5","Verify the status on approval request","Event_538","approvals/sendmail","Approvals"
4,"Recording_116","Process_45",1644828353,"7","Click UI element in window","Hyperlink 'Feb 14, 01:58 PM (16 minutes ago)' in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Hyperlink \\'Feb 14, 01:58 PM (16 minutes ago)\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -44 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","6","Verify the status on approval request","Event_538","approvals/sendmail","Approvals"
5,"Recording_116","Process_45",1644828360,"8","Press button in window","Button 'Condition' in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.PressButton Button: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Button \\'Condition\\'']\n""]","7","Verify the status on approval request","Event_538","approvals/sendmail","Approvals"
6,"Recording_116","Process_45",1644828368,"7","Press button in window","Button 'Compose' in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.PressButton Button: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Button \\'Compose\\'']\n""]","8","Verify the status on approval request","Event_538","approvals/sendmail","Approvals"
7,"Recording_116","Process_45",1644828375,"16","Click UI element in window","Table in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Table'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 195 OffsetY: -13 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","10","Verify the status on approval request","Event_538","approvals/sendmail","Approvals"
8,"Recording_116","Process_45",1644828391,"3","Press button in window","Button 'New Tab' in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.PressButton Button: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Button \\'New Tab\\'']\n""]","11","Verify the status on approval request","Event_538","approvals/sendmail","sendmail"
9,"Recording_116","Process_45",1644828394,"2","Populate text field in window","Edit 'Address and search bar' in Pane 'Microsoft  ...  Chrome (Incognito)'; Text:'yahoo mail'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Edit \\'Address and search bar\\''] Text: 'yahoo mail' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","12","Verify the status on approval request","Event_538","approvals/sendmail","sendmail"
10,"Recording_116","Process_45",1644828396,"9","Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]","13","Verify the status on approval request","Event_538","approvals/sendmail","sendmail"
11,"Recording_116","Process_45",1644828405,"8","Click UI element in window","Hyperlink ' Yahoo Mail https://mail.yahoo.com' in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Hyperlink \\' Yahoo Mail https://mail.yahoo.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 28 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","14","Send project Manuals to Teamates through email","Event_539","approvals/sendmail","sendmail"
12,"Recording_116","Process_45",1644828413,"8","Press button in window","Button 'Compose' 2 in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.PressButton Button: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Button \\'Compose\\' 2']\n""]","15","Send project Manuals to Teamates through email","Event_539","approvals/sendmail","sendmail"
13,"Recording_116","Process_45",1644828421,"2","Click UI element in window","Combo Box in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Combo Box'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 32 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","16","Send project Manuals to Teamates through email","Event_539","approvals/sendmail","sendmail"
14,"Recording_116","Process_45",1644828423,"45","Send keys","TextToSend:'Username{RShiftKey}(_)vd{LShiftKey}(@)Domain,Namedes{RShiftKey}(_)vd{LShiftKey}(){LShiftKey}(@)Domain'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: 'Username{RShiftKey}(_)vd{LShiftKey}(@)Domain,Namedes{RShiftKey}(_)vd{LShiftKey}(){LShiftKey}(@)Domain'\n""]","17","Send project Manuals to Teamates through email","Event_539","approvals/sendmail","sendmail"
15,"Recording_116","Process_45",1644828468,"10","Populate text field in window","Edit 'Subject' in Pane 'Microsoft  ...  Chrome (Incognito)'; Text:'project maual for new project'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Edit \\'Subject\\''] Text: 'project maual for new project' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","19","Send project Manuals to Teamates through email","Event_539","approvals/sendmail","sendmail"
16,"Recording_116","Process_45",1644828478,"7","Click UI element in window","Edit 'Message body' in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Edit \\'Message body\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 43 OffsetY: 32 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]","20","Send project Manuals to Teamates through email","Event_539","approvals/sendmail","sendmail"
17,"Recording_116","Process_45",1644828485,"1","Populate text field in window","Edit 'Message body' 2 in Pane 'Microsoft  ...  Chrome (Incognito)'; Text:'Hello Team, '","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Edit \\'Message body\\' 2'] Text: 'Hello Team,\xa0' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","21","Send project Manuals to Teamates through email","Event_539","approvals/sendmail","sendmail"
18,"Recording_116","Process_45",1644828486,"12","Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]","22","Send project Manuals to Teamates through email","Event_539","approvals/sendmail","sendmail"
19,"Recording_116","Process_45",1644828498,"5","Populate text field in window","Edit 'Message body' 2 in Pane 'Microsoft  ...  Chrome (Incognito)'; Text:'''Hello Team, 
Please find attached document.'''","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Edit \\'Message body\\' 2'] Text: '''Hello Team,\xa0\n"", ""Please find attached document.''' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","23","Send project Manuals to Teamates through email","Event_539","approvals/sendmail","sendmail"
20,"Recording_116","Process_45",1644828503,"4","Press button in window","Button 'Attach files' in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.PressButton Button: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Button \\'Attach files\\'']\n""]","24","Send project Manuals to Teamates through email","Event_539","approvals/sendmail","sendmail"
21,"Recording_116","Process_45",1644828507,"5","Select menu option in window","Menu Item 'Attach files from computer' in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Menu Item \\'Attach files from computer\\'']\n""]","25","Send project Manuals to Teamates through email","Event_539","approvals/sendmail","sendmail"
22,"Recording_116","Process_45",1644828512,"7","Click UI element in window","Tree Item 'Documents' in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Tree Item \\'Documents\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 8 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","26","Send project Manuals to Teamates through email","Event_539","approvals/sendmail","sendmail"
23,"Recording_116","Process_45",1644828519,"3","Click UI element in window","Edit 'Name' in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.Click Element: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 19 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","27","Send project Manuals to Teamates through email","Event_539","approvals/sendmail","sendmail"
24,"Recording_116","Process_45",1644828522,"4","Press button in window","Button 'Open' in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.PressButton Button: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Button \\'Open\\'']\n""]","28","Send project Manuals to Teamates through email","Event_539","approvals/sendmail","sendmail"
25,"Recording_116","Process_45",1644828526,"","Press button in window","Button 'Send' in Pane 'Microsoft  ...  Chrome (Incognito)'","chrome","Microsoft Power Automate | Microsoft Power Platform - Google Chrome (Incognito)","[""UIAutomation.PressButton Button: appmask['Pane \\'Microsoft  ...  Chrome (Incognito)\\'']['Button \\'Send\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']","","Send project Manuals to Teamates through email","Event_539","approvals/sendmail","sendmail"
