"","StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
"1",0,"Recording_51","Process_21",2022-03-03 03:50:13,4,"Select menu option in window","Microsoft Edge (2) - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Microsoft Edge (2) - 2 running windows']\n""]",2,"Login to Collaborative platform","Event_249","sharepoint/uiflow/onenote","Sharepoint"
"2",1,"Recording_51","Process_21",2022-03-03 03:50:17,3,"Click UI element in window","List Item 'New tab  ...  - Microsoft​ Edge' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New tab  ...  - Microsoft\u200b Edge\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 18 OffsetY: 13 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",3,"Login to Collaborative platform","Event_249","sharepoint/uiflow/onenote",""
"3",2,"Recording_51","Process_21",2022-03-03 03:50:20,8,"Click UI element in window","Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'","msedge","New tab and 1 more page - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 54 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",4,"Login to Collaborative platform","Event_249","sharepoint/uiflow/onenote",""
"4",3,"Recording_51","Process_21",2022-03-03 03:50:28,1,"Populate text field in window","Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'; Text:'office 365 login'","msedge","New tab and 1 more page - Personal - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] Text: 'office 365 login' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",5,"Login to Collaborative platform","Event_249","sharepoint/uiflow/onenote",""
"5",4,"Recording_51","Process_21",2022-03-03 03:50:29,4,"Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",6,"Login to Collaborative platform","Event_249","sharepoint/uiflow/onenote",""
"6",5,"Recording_51","Process_21",2022-03-03 03:50:33,6,"Click UI element in window","Hyperlink 'Office 365 login' in Window 'office 365  ...  - Microsoft​ Edge'","msedge","office 365 login - Search and 1 more page - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'office 365  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Office 365 login\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -17 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",7,"Login to Collaborative platform","Event_249","sharepoint/uiflow/onenote",""
"7",6,"Recording_51","Process_21",2022-03-03 03:50:39,3,"Press button in window","Button 'App launcher' in Window 'Microsoft  ...  - Microsoft​ Edge'","msedge","Microsoft Office Home and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\'']['Button \\'App launcher\\'']\n""]",8,"Login to Collaborative platform","Event_249","sharepoint/uiflow/onenote",""
"8",7,"Recording_51","Process_21",2022-03-03 03:50:42,7,"Press button in window","Button 'All apps' in Window 'Microsoft  ...  - Microsoft​ Edge'","msedge","Microsoft Office Home and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\'']['Button \\'All apps\\'']\n""]",9,"Login to Collaborative platform","Event_249","sharepoint/uiflow/onenote",""
"9",8,"Recording_51","Process_21",2022-03-03 03:50:49,4,"Populate text field in window","Edit 'The results  ...  bar as you type.' in Window 'Microsoft  ...  - Microsoft​ Edge'; Text:'sharepoint'","msedge","Microsoft Office Home and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\'']['Edit \\'The results  ...  bar as you type.\\''] Text: 'sharepoint' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",10,"Login to Collaborative platform","Event_249","sharepoint/uiflow/onenote",""
"10",9,"Recording_51","Process_21",2022-03-03 03:50:53,4,"Click UI element in window","Hyperlink 'SharePoint' in Window 'Microsoft  ...  - Microsoft​ Edge'","msedge","Microsoft Office Home and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'SharePoint\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 87 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",11,"Login to Collaborative platform","Event_249","sharepoint/uiflow/onenote",""
