StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors
0,Recording_32,Process_9,2022-02-22T05:31:57+00:00,Press button in window,Firefox - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Firefox - 1 running window']\n""]",2.0,Review the task assigned by manager,Event_150,Microsoftforms/approvals/projectonline,
1,Recording_32,Process_9,2022-02-22T05:32:04+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'o365',firefox,Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",3.0,Review the task assigned by manager,Event_150,Microsoftforms/approvals/projectonline,
2,Recording_32,Process_9,2022-02-22T05:32:05+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",4.0,Review the task assigned by manager,Event_150,Microsoftforms/approvals/projectonline,
3,Recording_32,Process_9,2022-02-22T05:32:08+00:00,Click UI element in window,Hyperlink 'Office  ... office.com' in Window 'o365 - Google Search — Mozilla Firefox',firefox,o365 - Google Search — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'o365 - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -19 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",5.0,Review the task assigned by manager,Event_150,Microsoftforms/approvals/projectonline,
4,Recording_32,Process_9,2022-02-22T05:32:19+00:00,Select menu option in window,Menu Item 'App launcher' in Window 'Microsoft Office Home — Mozilla Firefox',firefox,Microsoft Office Home — Mozilla Firefox,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft Office Home — Mozilla Firefox\\'']['Menu Item \\'App launcher\\'']\n""]",6.0,Review the task assigned by manager,Event_150,Microsoftforms/approvals/projectonline,
5,Recording_32,Process_9,2022-02-22T05:32:31+00:00,Press button in window,Button 'All apps' in Window 'Microsoft Office Home — Mozilla Firefox',firefox,Microsoft Office Home — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft Office Home — Mozilla Firefox\\'']['Button \\'All apps\\'']\n""]",7.0,Review the task assigned by manager,Event_150,Microsoftforms/approvals/projectonline,
6,Recording_32,Process_9,2022-02-22T05:32:41+00:00,Click UI element in window,Hyperlink 'Project' in Window 'Microsoft Office Home — Mozilla Firefox',firefox,Microsoft Office Home — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft Office Home — Mozilla Firefox\\'']['Hyperlink \\'Project\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -7 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",8.0,Review the task assigned by manager,Event_150,Microsoftforms/approvals/projectonline,
7,Recording_32,Process_9,2022-02-22T05:32:48+00:00,Press button in window,Button 'Customer Request from task' in Window 'Project — Mozilla Firefox',firefox,Project — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Project — Mozilla Firefox\\'']['Button \\'Customer Request from task\\'']\n""]",9.0,Review the task assigned by manager,Event_150,Microsoftforms/approvals/projectonline,
8,Recording_32,Process_9,2022-02-22T05:32:54+00:00,Click UI element in window,Group 'Grid view' in Window 'Customer Request from task — Mozilla Firefox',firefox,Customer Request from task — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Customer Request from task — Mozilla Firefox\\'']['Group \\'Grid view\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 237 OffsetY: -153 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",10.0,Review the task assigned by manager,Event_150,Microsoftforms/approvals/projectonline,
9,Recording_32,Process_9,2022-02-22T05:33:02+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'Customer Request from task — Mozilla Firefox',firefox,Customer Request from task — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Customer Request from task — Mozilla Firefox\\'']['Button \\'Open a new tab (Ctrl+T)\\'']\n""]",11.0,Go to the forms app,Event_151,Microsoftforms/approvals/projectonline,
10,Recording_32,Process_9,2022-02-22T05:33:09+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'google form',firefox,Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'google form' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",12.0,Go to the forms app,Event_151,Microsoftforms/approvals/projectonline,
11,Recording_32,Process_9,2022-02-22T05:33:11+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",13.0,Go to the forms app,Event_151,Microsoftforms/approvals/projectonline,
12,Recording_32,Process_9,2022-02-22T05:33:15+00:00,Click UI element in window,Hyperlink 'Free  ...  › forms › about' in Window 'google form - Google Search — Mozilla Firefox',firefox,google form - Google Search — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'google form - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Free  ...  › forms › about\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 55 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",14.0,Go to the forms app,Event_151,Microsoftforms/approvals/projectonline,
13,Recording_32,Process_9,2022-02-22T05:33:23+00:00,Click UI element in window,Hyperlink 'Go to Forms' in Window 'Google  ...  — Mozilla Firefox',firefox,Google Forms: Free Online Form Creator | Google Workspace — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Google  ...  — Mozilla Firefox\\'']['Hyperlink \\'Go to Forms\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 13 OffsetY: 8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",15.0,Go to the forms app,Event_151,Microsoftforms/approvals/projectonline,
14,Recording_32,Process_9,2022-02-22T05:33:26+00:00,Click UI element in window,Image in Window 'Google Forms — Mozilla Firefox',firefox,Google Forms — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Google Forms — Mozilla Firefox\\'']['Image'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 5 OffsetY: -8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",16.0,Create a template for Customer request form according to the instruction,Event_152,Microsoftforms/approvals/projectonline,
15,Recording_32,Process_9,2022-02-22T05:33:47+00:00,Populate text field in window,Edit 'Form title' in Window 'Untitled form - Google Forms — Mozilla Firefox'; Text:'Customer Request Form',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Edit \\'Form title\\''] Text: 'Customer Request Form' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",17.0,Create a template for Customer request form according to the instruction,Event_152,Microsoftforms/approvals/projectonline,
