"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_152","Process_24",1639473353,"2","Press button in window","Microsoft Teams - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]","2","Go to approval app.","Event_696","Notifications/approvals","Approvals"
1,"Recording_152","Process_24",1639473355,"4","Select menu option in window","Menu Item 'More added apps Toolbar' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Menu Item \\'More added apps Toolbar\\'']\n""]","3","Go to approval app.","Event_696","Notifications/approvals","Approvals"
2,"Recording_152","Process_24",1639473359,"11","Click UI element in window","Text 'Approvals' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Text \\'Approvals\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 11 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","4","Go to approval app.","Event_696","Notifications/approvals","Approvals"
3,"Recording_152","Process_24",1639473370,"4","Press button in window","Button 'New approval request' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Button \\'New approval request\\'']\n""]","5","Create a request for accessing ISMS document","Event_697","Notifications/approvals","Approvals"
4,"Recording_152","Process_24",1639473374,"2","Click UI element in window","Data Item 'vdf' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Data Item \\'vdf\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 64 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","6","Create a request for accessing ISMS document","Event_697","Notifications/approvals","Approvals"
5,"Recording_152","Process_24",1639473376,"30","Click UI element in window","Data Item 'vdf' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Data Item \\'vdf\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 64 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","7","Create a request for accessing ISMS document","Event_697","Notifications/approvals","Approvals"
6,"Recording_152","Process_24",1639473406,"13","Populate text field in window","Edit 'Name of request' in Pane 'Apps | Microsoft Teams, Main Window'; Text:'Please allow me to access ISMS document '","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Edit \\'Name of request\\''] Text: 'Please allow me to access ISMS document ' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","8","Create a request for accessing ISMS document","Event_697","Notifications/approvals","Approvals"
7,"Recording_152","Process_24",1639473419,"2","Click UI element in window","Combo Box 'Add  ...  with email or names' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Combo Box \\'Add  ...  with email or names\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 44 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","9","Create a request for accessing ISMS document","Event_697","Notifications/approvals","Approvals"
8,"Recording_152","Process_24",1639473421,"7","Send keys","TextToSend:'Name'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: 'Name'\n""]","10","Create a request for accessing ISMS document","Event_697","Notifications/approvals","Approvals"
9,"Recording_152","Process_24",1639473428,"4","Click UI element in window","List Item 'Name Surname Email@Domain' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['List Item \\'Name Surname Email@Domain\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -28 OffsetY: 9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]","11","Create a request for accessing ISMS document","Event_697","Notifications/approvals","Approvals"
