"RecordingId","ProcessId","TimeStamp","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
"Recording_36","Process_11","2022-02-22T10:37:03+00:00","Press button in window","Button 'New Tab' in Window 'web ...  - Microsoft​ Edge'","msedge","webapps.myregisteredsite.com/frozen-redirect.html and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'web ...  - Microsoft\u200b Edge\\'']['Button \\'New Tab\\'']\n""]","7","Open file formating tool","Event_170","rss/conversionservice",""
"Recording_36","Process_11","2022-02-22T10:37:05+00:00","Click UI element in window","Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'","msedge","New tab and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 175 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","8","Open file formating tool","Event_170","rss/conversionservice",""
"Recording_36","Process_11","2022-02-22T10:37:24+00:00","Populate text field in window","Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge' 2; Text:'zammer conveter text to audio'","msedge","New tab and 3 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\' 2']['Edit \\'Address and search bar\\''] Text: 'zammer conveter text to audio' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","9","Open file formating tool","Event_170","rss/conversionservice",""
"Recording_36","Process_11","2022-02-22T10:37:25+00:00","Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]","10","Open file formating tool","Event_170","rss/conversionservice",""
"Recording_36","Process_11","2022-02-22T10:37:30+00:00","Click UI element in window","Hyperlink 'video  ...  converter, eBook …' in Window 'zammer  ...  - Microsoft​ Edge'","msedge","zammer conveter text to audio - Search and 3 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'zammer  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'video  ...  converter, eBook …\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -47 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]","11","Open file formating tool","Event_170","rss/conversionservice",""
"Recording_36","Process_11","2022-02-22T10:37:37+00:00","Press button in window","Button 'Add Files...' in Window 'Zamzar -  ...  - Microsoft​ Edge'","msedge","Zamzar - video converter, audio converter, image converter, eBook converter and 4 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Zamzar -  ...  - Microsoft\u200b Edge\\'']['Button \\'Add Files...\\'']\n""]","12","Upload the file","Event_171","rss/conversionservice",""
"Recording_36","Process_11","2022-02-22T10:37:41+00:00","Click UI element in window","Tree Item 'Desktop' in Window 'Zamzar -  ...  - Microsoft​ Edge'","msedge","Zamzar - video converter, audio converter, image converter, eBook converter and 4 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Zamzar -  ...  - Microsoft\u200b Edge\\'']['Tree Item \\'Desktop\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 7 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","13","Upload the file","Event_171","rss/conversionservice",""
"Recording_36","Process_11","2022-02-22T10:37:44+00:00","Click UI element in window","Edit 'Name' in Window 'Zamzar -  ...  - Microsoft​ Edge'","msedge","Zamzar - video converter, audio converter, image converter, eBook converter and 4 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Zamzar -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 54 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","14","Upload the file","Event_171","rss/conversionservice",""
"Recording_36","Process_11","2022-02-22T10:37:46+00:00","Press button in window","Button 'Open' in Window 'Zamzar -  ...  - Microsoft​ Edge'","msedge","Zamzar - video converter, audio converter, image converter, eBook converter and 4 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Zamzar -  ...  - Microsoft\u200b Edge\\'']['Button \\'Open\\'']\n""]","15","Upload the file","Event_171","rss/conversionservice",""
"Recording_36","Process_11","2022-02-22T10:37:58+00:00","Click UI element in window","Combo Box 'form-control input-lg' in Window 'Zamzar -  ...  - Microsoft​ Edge'","msedge","Zamzar - video converter, audio converter, image converter, eBook converter and 4 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Zamzar -  ...  - Microsoft\u200b Edge\\'']['Combo Box \\'form-control input-lg\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -12 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","16","Convert the file to mp3 format and Save it","Event_172","rss/conversionservice",""
