"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_14","Process_11",1645528785,"6","Press button in window","Text to Speech - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Text to Speech - 1 running window']\n""]","2","Open the converter","Event_61","rss/conversionservice",""
1,"Recording_14","Process_11",1645528791,"4","Press button in window","Button 'Open file' in Window 'Text to Speech'","ApplicationFrameHost","Text to Speech","[""UIAutomation.PressButton Button: appmask['Window \\'Text to Speech\\'']['Button \\'Open file\\'']\n""]","3","Browse the file","Event_62","rss/conversionservice",""
2,"Recording_14","Process_11",1645528795,"5","Click UI element in window","Edit 'Name' in Window 'Text to Speech'","ApplicationFrameHost","Text to Speech","[""UIAutomation.Click Element: appmask['Window \\'Text to Speech\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.DoubleClick OffsetX: 46 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","4","Browse the file","Event_62","rss/conversionservice",""
3,"Recording_14","Process_11",1645528800,"9","Press button in window","Button 'Save file' in Window 'Text to Speech'","ApplicationFrameHost","Text to Speech","[""UIAutomation.PressButton Button: appmask['Window \\'Text to Speech\\'']['Button \\'Save file\\'']\n""]","5","Convert it to audio format","Event_63","rss/conversionservice",""
4,"Recording_14","Process_11",1645528809,"3","Populate text field in window","Edit 'File name:' in Window 'Text to Speech'; Text:'Toddler poem'","ApplicationFrameHost","Text to Speech","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Text to Speech\\'']['Edit \\'File name:\\''] Text: 'Toddler poem' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","6","Convert it to audio format","Event_63","rss/conversionservice",""
5,"Recording_14","Process_11",1645528812,"8","Press button in window","Button 'Save' in Window 'Text to Speech'","ApplicationFrameHost","Text to Speech","[""UIAutomation.PressButton Button: appmask['Window \\'Text to Speech\\'']['Button \\'Save\\'']\n""]","7","Convert it to audio format","Event_63","rss/conversionservice",""
6,"Recording_14","Process_11",1645528820,"7","Select menu option in window","Google Chrome - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 2 running windows']\n""]","9","Open the podcasting app.","Event_64","rss/conversionservice",""
7,"Recording_14","Process_11",1645528827,"3","Press button in window","Button 'New Tab' in Pane 'Start Your  ...  Chrome - Name'","chrome","Start Your Podcast for Free - RSS.com - Google Chrome - Name","[""UIAutomation.PressButton Button: appmask['Pane \\'Start Your  ...  Chrome - Name\\'']['Button \\'New Tab\\'']\n""]","10","Open the podcasting app.","Event_64","rss/conversionservice",""
8,"Recording_14","Process_11",1645528830,"7","Press button in window","Button 'Start Your Podcast for Free - RSS.com' in Pane 'Start Your  ...  Chrome - Name'","chrome","Start Your Podcast for Free - RSS.com - Google Chrome - Name","[""UIAutomation.PressButton Button: appmask['Pane \\'Start Your  ...  Chrome - Name\\'']['Button \\'Start Your Podcast for Free - RSS.com\\'']\n""]","11","Open the podcasting app.","Event_64","rss/conversionservice",""
9,"Recording_14","Process_11",1645528837,"7","Press button in window","Button ' New podcast' in Pane 'Start Your  ...  Chrome - Name'","chrome","Start Your Podcast for Free - RSS.com - Google Chrome - Name","[""UIAutomation.PressButton Button: appmask['Pane \\'Start Your  ...  Chrome - Name\\'']['Button \\'\uf067 New podcast\\'']\n""]","12","Get ready a new Podcast","Event_65","rss/conversionservice",""
10,"Recording_14","Process_11",1645528844,"7","Populate text field in window","Edit in Pane 'Start Your  ...  Chrome - Name'; Text:'Poem'","chrome","Start Your Podcast for Free - RSS.com - Google Chrome - Name","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Start Your  ...  Chrome - Name\\'']['Edit'] Text: 'Poem' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","13","Get ready a new Podcast","Event_65","rss/conversionservice",""
